x,y,state0,state1,state2,state3
-0.917193248006745,0.383149290320727,0,0.060184374299565,0,0
0.296806258228693,0.809878803471709,1,0.159625453990148,0,0
0.90772120881603,0.114814379347935,0,0.727155123047855,0,0
0.8779181862587,0.561109734676951,0,0.053683444510024,0,0
0.179766742230543,0.706371618956509,0,0.466513598098132,0,0
-0.872225698607284,-0.655802099873238,0,0.986413472977231,0,0
-0.384924010876659,-0.996932434030227,0,0.084824443665593,0,0
-0.430619291845461,0.316374300288227,0,0.856819076409341,0,0
-0.099645803858695,-0.45632657185645,0,0.911968172452929,0,0
0.284919410389014,-0.58911797487079,0,0.797932138171051,0,0
-0.300684786741238,0.206348656412894,0,0.582617445672756,0,0
0.306389156896281,-0.246599938162655,0,0.666804868157186,0,0
-0.469674554897389,-0.933521934079724,0,0.58227084201233,0,0
0.324257139466103,-0.248510700875342,0,0.835456972914274,0,0
0.395253861780765,-0.896702569537952,0,0.60218693347329,0,0
0.420601089645224,0.526101035843528,0,0.133052741195797,0,0
-0.27242454613375,0.762241425977317,0,0.286383530794563,0,0
0.709535557921256,0.590924799121408,0,0.430473080052682,0,0
0.58471105317812,-0.187575992207555,0,0.386076189592849,0,0
-0.650121297890348,0.938784998714616,0,0.758318882374131,0,0
-0.601474290936527,-0.676709871094664,0,0.703250590729887,0,0
0.418985727840032,0.838640759331213,0,0.442600030806503,0,0
0.149740705001991,-0.693880633349172,0,0.631014335636522,0,0
-0.503492856966918,-0.935916343969076,0,0.450623184292442,0,0
-0.469390666784862,-0.155740304949499,0,0.912097253445367,0,0
-0.628837329439459,-0.134248043597763,0,0.285275256757651,0,0
-0.490553733373753,-0.0005454412615,0,0.964397122003003,0,0
-0.749160345296262,0.327272385814451,0,0.889874017098722,0,0
-0.345750145918891,0.331249735144161,0,0.102989455889664,0,0
0.676038137633097,0.218082161015878,0,0.87191088928451,0,0
0.013223287759455,0.113014346226444,0,0.339299324103136,0,0
-0.400591664151002,0.046803780598556,0,0.584582805794771,0,0
-0.055323933565551,0.399167266707525,0,0.014182843684943,0,0
0.064874726320914,0.235350315416354,0,0.891442119716948,0,0
0.7548843413862,0.802455921923535,0,0.960286174241248,0,0
0.431985288540139,0.463464678986732,0,0.069910225290178,0,0
-0.390791280136154,-0.197214607792931,0,0.401300541541899,0,0
-0.29684795979975,0.559904212445662,0,0.860080144060057,0,0
0.066615576347039,-0.438275821455691,0,0.137216715279735,0,0
-0.574270779157737,-0.890036126512088,0,0.39681922803624,0,0
-0.724375938918177,-0.956178550194204,0,0.446572880286475,0,0
0.627583473404456,0.020290473419574,0,0.820249542078417,0,0
-0.534477524245186,-0.092715850647174,0,0.159532475316289,0,0
0.72669337027199,0.951677879486664,0,0.050998327217085,0,0
0.893453900094042,0.802148208004504,0,0.359113154034999,0,0
-0.106244847237347,0.954507926552361,0,0.618523848584781,0,0
0.856601263147884,0.645766938504486,0,0.695411055574734,0,0
0.189369350183272,0.294044877480599,0,0.60068584265065,0,0
-0.868685621987231,0.701240752360739,0,0.522886008043249,0,0
-0.377052888001598,0.367624055677069,0,0.148635688145259,0,0
0.492796411160844,0.152460040788936,0,0.196397948296512,0,0
-0.581321865498373,-0.82917139905954,0,0.535880027897086,0,0
0.474099470151276,-0.201520482580087,0,0.945140581086125,0,0
0.460944947415924,-0.295640777418112,0,0.210089511925108,0,0
-0.655690627627913,0.892855498866219,0,0.426302589364511,0,0
0.008685296842593,-0.08502578682339,0,0.294989987585272,0,0
-0.019452694606055,0.680710129566843,0,0.710034905025443,0,0
0.619960653254412,-0.990523618009883,0,0.98603311120615,0,0
-0.990383578329517,0.931148721408798,0,0.128546714172954,0,0
-0.979385991207722,-0.304034134703724,0,0.361764558396445,0,0
-0.807009645023157,-0.045035813321592,0,0.493334443137337,0,0
0.008756833099781,-0.226931658387578,0,0.684964048013511,0,0
-0.466600482472945,0.28729559032416,0,0.579872060581962,0,0
-0.276509205804717,-0.436010676798541,0,0.473911094198155,0,0
-0.287718201778205,0.774001838931115,0,0.102467204333548,0,0
0.134812139703874,-0.795282998161644,0,0.274521504103052,0,0
0.677502719603062,-0.908958579292966,0,0.308691790728209,0,0
-0.295218707049316,-0.456393975851997,0,0.848705851457349,0,0
0.983752768411492,-0.172179730592736,0,0.872456525589361,0,0
-0.227160041330487,-0.640247474314442,0,0.622832968039066,0,0
0.116980182839212,-0.207578140726482,0,0.388289743522584,0,0
-0.275001126978968,0.598428902663796,0,0.216691687074119,0,0
0.194429211745748,0.693501437231018,0,0.411850269940261,0,0
0.948689980075108,0.802054735095975,0,0.254421882545171,0,0
0.43396448957234,0.31124490856235,0,0.316273592412276,0,0
-0.07006253143568,-0.793193864419497,0,0.447131091313232,0,0
0.766848228280634,0.891992599150386,0,0.773304053154299,0,0
0.469301944302584,0.11425624709487,0,0.645829660962452,0,0
0.521480938729724,0.679374779073494,0,0.193897941107627,0,0
0.041182899815616,0.39514266251103,0,0.445893901208289,0,0
-0.516833911867322,0.781616358476495,0,0.089433827706268,0,0
-0.174526583652162,0.502935419025318,0,0.002463013560786,0,0
0.496224390516049,0.843873185980664,0,0.49850460558734,0,0
0.491527025703214,0.881755144110801,0,0.7163905226944,0,0
0.684506874332655,0.179514721117928,0,0.502882782471291,0,0
-0.36985400484781,0.828026129501482,0,0.460977198528364,0,0
-0.806425056487453,0.604217492349177,0,0.436312673241194,0,0
0.312718863841728,0.443734923516092,0,0.850182765528727,0,0
0.61300404025271,-0.41103999406647,0,0.761945729765595,0,0
-0.20361935907193,0.247584798454034,0,0.11093562035174,0,0
0.495809686074913,0.588574204739182,0,0.923365056658065,0,0
0.083638336675763,0.758040164211842,0,0.149312278267112,0,0
0.513381283820286,0.84347232118271,0,0.334534265002563,0,0
0.714415493852309,-0.120975357671394,0,0.838038318538918,0,0
0.702412314782709,0.920676391812799,0,0.853076156350083,0,0
-0.460797853380471,-0.815127069627007,0,0.848509148780161,0,0
0.312484474420688,0.761572065919373,0,0.330088280601246,0,0
-0.13143368410522,-0.412234382430507,0,0.319698690875015,0,0
0.843750686834462,-0.936709984335499,0,0.412825649976889,0,0
0.668957772268672,-0.052329046401189,0,0.13211201002576,0,0
0.900250637131407,0.493736631264147,0,0.085190041232373,0,0
0.424181149337692,-0.730577170367267,0,0.761623334727366,0,0
0.197905939369942,-0.471455686165184,0,0.495751578488224,0,0
0.479674393534315,-0.815344474155416,0,0.778976028446839,0,0
0.41826030992582,-0.98101501576959,0,0.6467839361768,0,0
-0.153349613320285,0.390056723820996,0,0.021177568868787,0,0
-0.054701344719918,0.852357144805576,0,0.071467751941265,0,0
-0.724917669089332,-0.551339008796675,0,0.298481424431252,0,0
-0.84032132796428,-0.066657905250474,0,0.288384759532928,0,0
0.403281535716368,0.028672081565291,0,0.260491180565503,0,0
0.72337124964192,-0.085770161791334,0,0.244397131860324,0,0
0.755423621062357,-0.223771065501185,0,0.835174885487415,0,0
-0.800139190982447,0.897497556252668,0,0.087789328751146,0,0
0.646402492405271,0.087823533144254,0,0.470799240444087,0,0
0.924211165725301,0.908758615536238,0,0.818627294697193,0,0
-0.914255753648883,0.596770793905135,0,0.458277486190351,0,0
-0.007025253779736,-0.127041526179554,0,0.830494545848957,0,0
-0.72275748841206,0.455007974017089,0,0.691938490701517,0,0
0.003751071290698,-0.537495705587765,0,0.321827214074236,0,0
-0.735618623436963,-0.549359728877804,0,0.013000432660466,0,0
-0.377231628903004,0.196722650452707,0,0.456052408864503,0,0
-0.923743847060649,0.952029767897498,0,0.28954202143332,0,0
-0.136261426131332,-0.886131684503557,0,0.429839187421231,0,0
0.971408057297911,-0.613411338742881,0,0.611405668206427,0,0
0.224810458139961,-0.700061920590801,0,0.999702890867071,0,0
0.775888013706064,0.087181964676106,0,0.600089652008084,0,0
0.782466598802261,-0.875184499312309,0,0.879829166720207,0,0
0.640328506565231,-0.617741078491197,0,0.11099440524487,0,0
0.267267733806273,0.070423844132817,0,0.137127508664151,0,0
-0.627827105254117,-0.532161560514503,0,0.166949637814618,0,0
