x,y,alive/wall
0.57691323454863,0.238498732384801,1
-0.421910235865624,0.175173453331057,0
-0.848108685370462,-0.655113988489001,0
0.820274178097842,-0.292166210368159,0
0.144349788872909,0.659781716613839,0
0.594435665708535,0.759549751423786,0
-0.393783994076384,0.095489970762068,0
0.561262345033645,0.655958237754354,0
0.585724739256688,0.418544523601396,0
-0.077456647275185,0.807122549542517,0
-0.469601764873887,0.433335387098102,0
0.820131878064671,-0.949066974328944,0
0.110802112183425,0.765809625592837,0
0.379492469794044,0.858962199915248,0
0.539462309787902,-0.107023481451223,0
0.794304352158679,0.6221445698638,0
-0.30985991363145,0.473313350571807,0
0.7038548534049,0.162755616952364,0
-0.903463407160225,-0.930506715828426,0
0.770826331142636,0.298532190740404,0
0.316295634429224,-0.265430486649288,0
-0.533984842588608,0.778197098574198,0
-0.783438628962705,-0.326340716496037,0
0.75895685321994,0.573156496521043,0
-0.366929128811185,-0.015798087628678,0
-0.004828108919313,-0.643998271846283,0
0.897573946729893,-0.140560936364546,0
0.883073866714152,-0.789433410916388,0
0.777311327033085,-0.448954229841314,0
0.290243778671343,-0.366699906164709,0
-0.603755443408621,-0.472425318437133,0
-0.210591410924424,-0.714500967809988,0
0.656762596506567,0.064700030201724,0
-0.843383414325804,-0.642226935624206,0
-0.738285626120388,0.450594959896235,0
-0.055882944594339,-0.95075019499227,0
0.437053375801217,-0.112080913950306,0
-0.371897247047414,-0.48998203081902,0
-0.326017498808319,-0.410661464855098,0
-0.256022861992923,-0.157247091904597,0
0.584264429417668,0.411475668849905,0
0.235397056326753,0.892330447348759,0
-0.237861512377402,-0.529309251690665,0
0.70994718402004,0.546818848144331,0
-0.122471910693219,0.126771252075077,2
-0.844459443911927,0.675954807527069,0
-0.19463205791209,-0.120207439957954,2
-0.216690635750188,-0.048223388369174,0
-0.198643777655502,0.535862614454134,2
-0.941284768403541,-0.272963405920469,0
-0.75592926794575,-0.972048092873568,0
-0.638679645104821,-0.622996190638808,0
0.057038147371052,-0.935439425859165,0
0.30850206831268,0.487418294303096,0
0.959014721098372,0.467025157680316,0
0.1891887482457,0.748180377005539,0
0.230348718716858,-0.478211806194179,0
-0.15588658828988,-0.961447008603184,0
-0.138096781890786,-0.784091568860304,0
0.262423962563589,-0.900681228897881,0
0.393205622943007,-0.167952212310955,0
0.34963852348702,0.378703944903416,0
-0.264936325492087,-0.662790930144416,0
0.371943566757594,-0.093820080352095,0
-0.109924379697313,0.170198122664769,2
0.588218747042588,0.822156823049494,0
0.282501510542795,-0.441628304208285,0
0.371638756197614,-0.559569944747558,0
0.999525837231873,0.915971222862259,0
-0.190728913824688,0.060588681890988,2
0.556530619211475,0.690748131057351,0
0.681599708764938,-0.891291176495168,0
0.150319747034722,-0.981745986472299,0
-0.996252742767953,0.474311343562766,0
-0.9808666003831,-0.259338898898311,0
-0.085307728924764,0.313618707275218,2
-0.311209601477557,0.640163587327634,0
0.926581729097095,-0.336544681747676,0
0.649454112398115,0.182157973809733,0
0.913794484204308,0.945751182150798,0
-0.928806767759596,0.082127772600684,0
-0.862345932712278,-0.174880729030762,0
-0.347706509136135,0.552774458566661,0
-0.804423367399457,-0.780235671389174,0
0.434893578242322,-0.414305639304377,0
0.727168716025372,0.123475018023768,0
0.366384782442239,-0.614516544330409,0
0.109010848701112,0.67634735529304,0
-0.845999881899758,0.767277891885922,0
-0.4779358727726,-0.520600723789418,0
0.190203890232563,0.412095267685705,2
-0.071655298583173,0.499500973455986,2
-0.462544040388006,-0.339352922896962,0
-0.752474867617657,-0.957560534344998,0
0.113732252484982,0.73092267714617,0
-0.385997516200341,0.484469017067685,0
0.979665071316183,0.441931960716529,0
0.922487585322228,-0.868682204594388,0
-0.943960378850667,-0.236725731766459,0
-0.783115125504412,-0.178733109485118,0
-0.597888523188929,-0.816524501705823,0
0.551974118987149,0.761054670332535,0
0.787256880621962,-0.912392406366711,0
-0.388351354081159,0.820254954691762,0
-0.292633103783881,0.343726713124794,0
0.994950155327639,-0.865795103609246,0
-0.265460055140057,0.344218012781268,0
-0.344658632214808,-0.340541865402389,0
0.169988996459623,0.297626972100977,2
0.044516572769492,0.036870148563676,2
0.62798573503601,-0.665700613377162,0
0.485058891713479,-0.623469250429002,0
0.469113315008128,-0.604008364918703,0
-0.636549505121841,0.96598546671291,0
0.404982182524138,0.543973916539506,0
-0.142024951493031,-0.927075579018236,0
-0.094390284786579,0.598423413487,2
-0.082362176578767,-0.346563175569473,0
0.439226954370986,0.524182677505092,0
0.426511720418801,0.842883190605924,0
0.191530507532683,-0.545580823554427,0
-0.854222312351148,-0.134207411221116,0
-0.721995458776086,-0.260665309061596,0
0.948193231312281,-0.730583119497218,0
0.396379327982685,0.734055178537031,0
-0.499694314164856,-0.417173527481842,0
-0.680213564939944,0.260056466933416,0
0.583420259136257,-0.892377842826225,0
-0.76826364358521,0.845874009856129,0
-0.511000221047082,-0.932385378568262,0
-0.274023467092969,-0.349710759145409,0
0.775826379413597,0.482595948917927,0
-0.690764930692367,0.353932172976132,0
0.071457885311777,0.934239459782785,0
-0.136409854983109,0.295024102757741,2
-0.743756692044171,-0.138749337907631,0
-0.708185178880905,-0.203860936069063,0
-0.163423327042579,-0.629608773373354,0
-0.355714733286414,0.955268152640207,0
-0.146738309208513,0.954298769086079,0
-0.217628753446544,-0.850014407058798,0
0.546025009912453,-0.864038184062063,0
-0.900125937531018,0.746358973086999,0
0.300472115716855,-0.640146592685557,0
-0.804616473728763,0.548228305442968,0
-0.301558144181669,-0.928337970452178,0
0.151652364134632,0.616046316712152,0
0.747691279274691,0.790258462732578,0
-0.82265397790292,0.234079341937814,0
0.738205392519968,-0.371299254507706,0
-0.559735788433238,-0.871602596684994,0
0.393943230929921,0.96730304105876,0
-0.827653259496416,-0.064794696092994,0
0.684025215305927,-0.174683617703931,0
-0.12579764252362,-0.911260350356046,0
0.391239936388414,-0.191672504252432,0
0.582519882864596,-0.318376485331853,0
-0.634761971823551,0.442408586694643,0
0.381745801647231,-0.574953022864363,0
0.402769661367294,-0.648741890972776,0
0.834188527400011,-0.566531677153159,0
0.352565125917771,-0.651386412901947,0
-0.947016957798402,-0.567751232779102,0
-0.08347781608736,-0.947272350744393,0
-0.196064217136791,-0.256448284403769,0
0.128342244583162,-0.729163828026762,0
0.572512320573481,-0.727787661549648,0
0.293433977288909,0.309502142736126,0
-0.266558760023052,-0.714574866657496,0
-0.611504259816877,-0.656951494008876,0
0.453092806585605,-0.568879554059697,0
-0.767679143915764,0.35137660064345,0
0.51174211358574,0.72256176307341,0
0.077680251501711,-0.753531520285275,0
-0.261225614112928,-0.241410246538718,0
0.16936258214224,0.73044736350125,0
0.331386655996684,0.535127151164393,0
0.159394523042702,-0.515893176902146,0
-0.583577685471624,-0.057907302574993,0
0.415376125559997,0.918143088809011,0
-0.468786063703406,0.054845538582211,0
0.694046330367554,-0.48245647744802,0
-0.557844064927125,0.959388854531861,0
-0.634641773292563,0.771196666886656,0
0.846758474589739,-0.950799880279084,0
0.556925267587365,0.417310258926463,0
0.091009310595822,0.932336738029307,0
0.100972605401234,0.078635976579483,2
0.088477719984891,-0.820692369405204,0
0.208219390344946,0.849568895724598,0
-0.923789826573105,0.059388822561488,0
0.447941677483435,0.467237274675602,0
-0.939125389441931,0.17761948489501,0
-0.512055277990363,0.011799933369537,0
-0.40307456714499,0.830233746816437,0
0.459331548202445,-0.957853013209264,0
0.028953603902423,-0.021526794590789,2
-0.632906826991097,0.275146545668568,0
-0.962733892645367,-0.262205152787033,0
-0.271564145086516,-0.326696518345997,0
0.74145187780475,-0.280627165450286,0
-0.454581522289407,-0.43552349603709,0
0.844744886741014,0.996724364690497,0
-0.954119829360179,0.926156210777658,0
0.018918749745511,-0.463661300426767,0
0.852440792093283,-0.104757053409917,0
0.794853035939265,-0.109914526009299,0
0.279458910423499,0.172517244245647,0
0.945567285001888,-0.202769263932388,0
-0.930417351164972,-0.334423866506859,0
0.305599110410369,0.121753032072744,0
-0.976632331372334,0.237715575834871,0
0.316178025163685,0.36365828592551,0
-0.476220862967302,-0.762495745483968,0
0.499415466400301,-0.703052470669169,0
0.5766473780649,-0.58639103819239,0
0.965989909765978,-0.772275431207912,0
-0.42383064858677,-0.395790081158801,0
-0.333616342808417,-0.839362364348916,0
0.590210338847071,-0.020260241981361,0
0.004970575394279,0.302230625433827,2
0.624015965586779,0.437452695679339,0
-0.532380259243531,0.483653524858444,0
0.21640532961989,-0.644375381228397,0
-0.410319010677172,-0.964827395144541,0
0.787552589866159,0.844505020557914,0
-0.900058373388758,-0.768034141768893,0
-0.045702207183782,0.938616824242485,0
-0.713764475111095,0.729137789505337,0
-0.164847468557538,-0.785008642654048,0
0.200958432345128,0.243647971620257,0
0.166688508827063,-0.725339713011123,0
-0.940467173404116,0.599877584040067,0
-0.670893463985616,0.496554675328317,0
-0.824328097941453,0.77649771431453,0
-0.687590965913712,0.206727048846503,0
0.582769713197901,-0.380537707937686,0
-0.245243976818166,0.164520112240874,0
0.724518684140403,-0.595023567946685,0
0.26447221842711,-0.625552330297288,0
0.893105829287111,-0.910936041322422,0
0.981200622170464,-0.545625283877298,0
-0.352675254643048,-0.815405258330795,0
-0.580596204381883,0.931587350656171,0
0.706190953770946,0.793489366577369,0
0.281682636053224,-0.152446397908265,0
-0.537822856323664,0.298847755679107,0
0.770673721203919,-0.450234196824163,0
0.6397444928059,-0.996168983957426,0
0.132500797446121,0.199478210111113,2
